Method,trial_num,Bounds,Dimensions,Samples,Iterations,Function,Fitness_Value,Run_Time_Sec
HDS,1,"[(-100, 100)]",30,1000,100,F192017,3093.3210856785563,81.30582928657532
Sobol,1,"[(-100, 100)]",10,1000,100,F202017,2135.636124130356,8.350151062011719
HDS,1,"[(-100, 100)]",100,1000,100,F162017,66124468000.95483,205.6551489830017
Sobol,1,"[(-100, 100)]",50,1000,100,F182017,815193.0239199707,58.91633987426758
Sobol,1,"[(-100, 100)]",50,1000,100,F162017,178448151.20583397,113.05094194412231
HDS,1,"[(-100, 100)]",30,1000,100,F202017,2279.428382277901,23.017526865005493
HDS,1,"[(-100, 100)]",50,1000,100,F202017,4843.190080837441,24.41972613334656
Sobol,1,"[(-100, 100)]",30,1000,100,F202017,2286.340973706784,22.965691089630127
HDS,1,"[(-100, 100)]",100,1000,100,F202017,19670.41390591559,26.109778881073
HDS,1,"[(-100, 100)]",10,1000,100,F212017,2217.242947613447,3.144325256347656
Sobol,1,"[(-100, 100)]",10,1000,100,F212017,2217.647010313968,2.813744068145752
Sobol,1,"[(-100, 100)]",50,1000,100,F202017,4243.355090784575,24.046196937561035
HDS,1,"[(-100, 100)]",50,1000,100,F192017,2567.4970211822915,115.44233202934264
Sobol,1,"[(-100, 100)]",100,1000,100,F202017,39065.8159823851,25.2971830368042
Sobol,1,"[(-100, 100)]",30,1000,100,F192017,2709.9951060461863,81.32053923606873
HDS,1,"[(-100, 100)]",30,1000,100,F212017,2303.265301301524,27.53787493705749
HDS,1,"[(-100, 100)]",50,1000,100,F212017,2502.969689985249,28.866841316223145
Sobol,1,"[(-100, 100)]",100,1000,100,F182017,500881676.47983634,96.73215389251708
HDS,1,"[(-100, 100)]",10,1000,100,F22017,200.3476109752737,13.628516912460327
HDS,1,"[(-100, 100)]",30,1000,100,F22017,25534.94712439263,14.557788133621216
HDS,1,"[(-100, 100)]",100,1000,100,F212017,3490.8570782101638,30.880473136901852
Sobol,1,"[(-100, 100)]",10,1000,100,F22017,200.2869357615028,14.118002891540527
Sobol,1,"[(-100, 100)]",30,1000,100,F212017,2334.497426273714,27.26335906982422
Sobol,1,"[(-100, 100)]",50,1000,100,F212017,2507.644780776899,28.53732705116272
Sobol,1,"[(-100, 100)]",30,1000,100,F22017,14495.957254833487,14.192899942398071
HDS,1,"[(-100, 100)]",50,1000,100,F22017,83261.41668509488,14.943809986114502
HDS,1,"[(-100, 100)]",100,1000,100,F22017,242968.4364091229,16.178997039794922
HDS,1,"[(-100, 100)]",10,1000,100,F222017,2361.444712071836,10.4288809299469
Sobol,1,"[(-100, 100)]",100,1000,100,F212017,3043.7307197839605,29.41632580757141
Sobol,1,"[(-100, 100)]",50,1000,100,F22017,58280.43626702325,14.285491228103638
Sobol,1,"[(-100, 100)]",10,1000,100,F222017,2360.844196868888,12.411445140838625
Sobol,1,"[(-100, 100)]",100,1000,100,F22017,205521.3747560147,14.983359813690186
HDS,1,"[(-100, 100)]",30,1000,100,F222017,3342.896851530428,29.90114188194275
HDS,1,"[(-100, 100)]",10,1000,100,F232017,2662.570198237688,10.135730981826782
Sobol,1,"[(-100, 100)]",10,1000,100,F232017,2446.4013733732813,10.482425928115845
HDS,1,"[(-100, 100)]",30,1000,100,F232017,3199.062761461708,25.392615795135494
HDS,1,"[(-100, 100)]",50,1000,100,F222017,3343.2469524338658,32.291210889816284
HDS,1,"[(-100, 100)]",100,1000,100,F222017,29021.41433800447,33.946341037750244
Sobol,1,"[(-100, 100)]",30,1000,100,F222017,3770.288886313479,29.442131996154785
HDS,1,"[(-100, 100)]",100,1000,100,F192017,4712.470798850813,206.54755091667172
Sobol,1,"[(-100, 100)]",50,1000,100,F192017,2892.4530157417275,115.3831069469452
HDS,1,"[(-100, 100)]",50,1000,100,F232017,4320.315292476809,26.76676893234253
Sobol,1,"[(-100, 100)]",30,1000,100,F232017,2927.421016551136,25.182661056518555
HDS,1,"[(-100, 100)]",10,1000,100,F242017,2890.6372079817247,11.374016046524048
Sobol,1,"[(-100, 100)]",50,1000,100,F222017,10710.633947005275,31.09834909439087
Sobol,1,"[(-100, 100)]",100,1000,100,F222017,26029.09024359393,32.60802698135376
Sobol,1,"[(-100, 100)]",10,1000,100,F242017,2885.824568879185,10.579760789871216
HDS,1,"[(-100, 100)]",100,1000,100,F232017,39078.34454149083,29.73972797393799
Sobol,1,"[(-100, 100)]",50,1000,100,F232017,4825.014061067112,26.732338905334476
HDS,1,"[(-100, 100)]",30,1000,100,F242017,2869.428296665468,22.62254524230957
Sobol,1,"[(-100, 100)]",100,1000,100,F162017,153918712683.06335,206.21279430389404
HDS,1,"[(-100, 100)]",10,1000,100,F252017,2970.5370348321194,11.895488977432253
HDS,1,"[(-100, 100)]",50,1000,100,F242017,4587.888225125459,29.293091773986816
Sobol,1,"[(-100, 100)]",100,1000,100,F232017,49587.8878582403,28.72154688835144
HDS,1,"[(-100, 100)]",100,1000,100,F242017,6030.308422077045,31.366066932678223
Sobol,1,"[(-100, 100)]",30,1000,100,F242017,2860.8186661592367,27.470945835113525
Sobol,1,"[(-100, 100)]",50,1000,100,F242017,4485.13987891808,28.33578586578369
Sobol,1,"[(-100, 100)]",10,1000,100,F252017,2974.423866471048,46.125449895858765
Sobol,1,"[(-100, 100)]",100,1000,100,F242017,6498.298662125664,29.54170179367065
HDS,1,"[(-100, 100)]",30,1000,100,F252017,3374.1100680571526,56.80122089385986
HDS,1,"[(-100, 100)]",10,1000,100,F262017,3004.9549901740243,38.60638117790222
HDS,1,"[(-100, 100)]",50,1000,100,F252017,4796.4924979412,99.39158916473389
Sobol,1,"[(-100, 100)]",10,1000,100,F262017,2543.464014591522,47.79315614700317
HDS,1,"[(-100, 100)]",30,1000,100,F262017,3223.014716026302,74.13063907623291
HDS,1,"[(-100, 100)]",10,1000,100,F272017,2848.687519716534,11.4499089717865
Sobol,1,"[(-100, 100)]",30,1000,100,F252017,3390.5369932154435,72.24043393135071
Sobol,1,"[(-100, 100)]",10,1000,100,F272017,2837.3041315249607,9.440510988235474
HDS,1,"[(-100, 100)]",50,1000,100,F262017,3673.5174611165767,101.856853723526
Sobol,1,"[(-100, 100)]",100,1000,100,F192017,5693.788354007936,204.8947069644928
HDS,1,"[(-100, 100)]",100,1000,100,F252017,16960.599527444505,167.05392599105835
HDS,1,"[(-100, 100)]",30,1000,100,F272017,2916.3909945613536,60.86652708053589
Sobol,1,"[(-100, 100)]",30,1000,100,F262017,3241.267573287787,74.55831217765808
Sobol,1,"[(-100, 100)]",50,1000,100,F252017,5180.423814803855,99.4822130203247
HDS,1,"[(-100, 100)]",100,1000,100,F262017,5304.652588160917,169.33341073989868
HDS,1,"[(-100, 100)]",50,1000,100,F272017,3226.739198937632,96.42199397087096
Sobol,1,"[(-100, 100)]",30,1000,100,F272017,2880.0110447936736,53.551281690597534
Sobol,1,"[(-100, 100)]",50,1000,100,F262017,3658.5104237213673,101.51484394073486
HDS,1,"[(-100, 100)]",10,1000,100,F282017,4106.283516797432,64.53870272636414
HDS,1,"[(-100, 100)]",30,1000,100,F282017,4266517.336132539,108.05902194976808
Sobol,1,"[(-100, 100)]",10,1000,100,F282017,4184.652369541076,63.95994400978088
Sobol,1,"[(-100, 100)]",50,1000,100,F272017,3321.7894751691506,95.10808396339417
HDS,1,"[(-100, 100)]",100,1000,100,F272017,4571.6272860085,162.10918402671814
Sobol,1,"[(-100, 100)]",100,1000,100,F252017,19245.891303769924,165.45908403396606
HDS,1,"[(-100, 100)]",10,1000,100,F292017,,45.67438793182373
Sobol,1,"[(-100, 100)]",100,1000,100,F262017,5200.125908845441,166.35263991355896
HDS,1,"[(-100, 100)]",30,1000,100,F292017,44255449.58687853,61.24283576011658
HDS,1,"[(-100, 100)]",50,1000,100,F282017,317429254.48144025,149.26970195770264
Sobol,1,"[(-100, 100)]",10,1000,100,F292017,,44.90652203559876
Sobol,1,"[(-100, 100)]",30,1000,100,F282017,49961642.76223873,106.55023097991943
HDS,1,"[(-100, 100)]",10,1000,100,F32017,309.2703539371074,7.406259059906006
Sobol,1,"[(-100, 100)]",10,1000,100,F32017,309.6049322132533,4.747061014175415
HDS,1,"[(-100, 100)]",50,1000,100,F292017,882065502.1094722,76.83549404144287
HDS,1,"[(-100, 100)]",30,1000,100,F32017,354.263065200294,15.245890617370604
HDS,1,"[(-100, 100)]",50,1000,100,F32017,818.5033154273362,15.634944915771484
Sobol,1,"[(-100, 100)]",30,1000,100,F32017,395.9701148799904,15.028332710266112
Sobol,1,"[(-100, 100)]",30,1000,100,F292017,16956674.59410787,59.99793028831482
Sobol,1,"[(-100, 100)]",50,1000,100,F32017,920.9567275149687,15.419962882995604
HDS,1,"[(-100, 100)]",10,1000,100,F42017,430.3689961031615,14.76907515525818
HDS,1,"[(-100, 100)]",100,1000,100,F32017,6629.241150508965,16.895135164260864
HDS,1,"[(-100, 100)]",30,1000,100,F42017,708.3128559178546,15.571417808532717
Sobol,1,"[(-100, 100)]",10,1000,100,F42017,429.75975706083017,15.976315021514893
Sobol,1,"[(-100, 100)]",100,1000,100,F32017,3650.4961752655777,17.522727966308594
Sobol,1,"[(-100, 100)]",30,1000,100,F42017,683.0886086906056,15.779022932052612
HDS,1,"[(-100, 100)]",10,1000,100,F52017,500.00429438424703,0.4088451862335205
Sobol,1,"[(-100, 100)]",10,1000,100,F52017,500.00257512422513,0.1985139846801757
HDS,1,"[(-100, 100)]",30,1000,100,F52017,500.047324246765,0.5752458572387695
Sobol,1,"[(-100, 100)]",30,1000,100,F52017,500.06713848524726,0.267894983291626
HDS,1,"[(-100, 100)]",50,1000,100,F52017,500.0692092031969,0.8314518928527832
Sobol,1,"[(-100, 100)]",50,1000,100,F52017,500.087310896711,0.356518030166626
HDS,1,"[(-100, 100)]",100,1000,100,F52017,500.0787933209606,1.920964241027832
Sobol,1,"[(-100, 100)]",100,1000,100,F272017,5071.928352655983,161.879145860672
Sobol,1,"[(-100, 100)]",100,1000,100,F52017,500.135942467821,0.7569408416748047
HDS,1,"[(-100, 100)]",50,1000,100,F42017,2472.380723544744,15.676526069641112
HDS,1,"[(-100, 100)]",100,1000,100,F42017,40509.71040491551,16.792670965194702
HDS,1,"[(-100, 100)]",100,1000,100,F292017,7344125212.836057,118.3491349220276
HDS,1,"[(-100, 100)]",100,1000,100,F282017,1873776549.770346,253.62564992904663
HDS,1,"[(-100, 100)]",10,1000,100,F62017,641.0900356135973,16.40073013305664
HDS,1,"[(-100, 100)]",30,1000,100,F62017,2892.9910550481045,16.637026071548462
Sobol,1,"[(-100, 100)]",50,1000,100,F42017,2755.011373208524,14.677023887634276
Sobol,1,"[(-100, 100)]",50,1000,100,F292017,1198277770.749002,78.69663000106812
Sobol,1,"[(-100, 100)]",100,1000,100,F42017,28613.979020887436,15.09455180168152
Sobol,1,"[(-100, 100)]",10,1000,100,F62017,642.032583656687,16.097182035446167
Sobol,1,"[(-100, 100)]",30,1000,100,F62017,1302.7799789450985,16.093870162963867
HDS,1,"[(-100, 100)]",50,1000,100,F62017,43188.18969027077,16.683559894561768
HDS,1,"[(-100, 100)]",100,1000,100,F62017,971920.1999382788,19.02749490737915
HDS,1,"[(-100, 100)]",10,1000,100,F72017,743.0487797848658,19.899102926254272
Sobol,1,"[(-100, 100)]",50,1000,100,F62017,54324.14480766581,16.333858013153076
Sobol,1,"[(-100, 100)]",50,1000,100,F282017,897734842.1832058,150.76928997039795
HDS,1,"[(-100, 100)]",10,1000,100,F82017,802.129325923105,0.8575658798217773
HDS,1,"[(-100, 100)]",30,1000,100,F72017,1108.8542561546178,20.119981050491333
Sobol,1,"[(-100, 100)]",10,1000,100,F82017,801.1738879209083,0.8333280086517334
HDS,1,"[(-100, 100)]",50,1000,100,F72017,1722.275711244436,20.579262256622314
Sobol,1,"[(-100, 100)]",100,1000,100,F62017,1306390.53220247,17.433520317077637
HDS,1,"[(-100, 100)]",30,1000,100,F82017,808.3353001094654,3.7154390811920166
Sobol,1,"[(-100, 100)]",10,1000,100,F72017,732.7629194281099,19.73647117614746
Sobol,1,"[(-100, 100)]",30,1000,100,F82017,806.9781375552851,4.136696100234985
HDS,1,"[(-100, 100)]",50,1000,100,F82017,817.3425695115726,10.72833514213562
Sobol,1,"[(-100, 100)]",30,1000,100,F72017,1150.0036159854903,19.793228149414062
HDS,1,"[(-100, 100)]",100,1000,100,F72017,3152.463239230655,22.374177932739254
Sobol,1,"[(-100, 100)]",50,1000,100,F72017,1567.2715980146795,20.43879508972168
Sobol,1,"[(-100, 100)]",50,1000,100,F82017,816.850291099317,13.44701099395752
HDS,1,"[(-100, 100)]",100,1000,100,F82017,893.0187034554865,18.39820384979248
HDS,1,"[(-100, 100)]",10,1000,100,F92017,-808.8361730778515,19.65966486930847
HDS,1,"[(-100, 100)]",30,1000,100,F92017,3636.868813458577,20.44446110725403
Sobol,1,"[(-100, 100)]",100,1000,100,F72017,3196.998582202611,21.1559739112854
HDS,1,"[(-100, 100)]",50,1000,100,F92017,8951.68377554728,20.802908182144165
Sobol,1,"[(-100, 100)]",100,1000,100,F82017,921.1276302254572,17.013128995895386
Sobol,1,"[(-100, 100)]",10,1000,100,F92017,-1360.2590574811084,19.3183388710022
HDS,1,"[(-100, 100)]",100,1000,100,F92017,24550.830777262086,23.405272245407104
HDS,2,"[(-100, 100)]",10,1000,100,F102017,1075.8028135252018,17.257470846176147
Sobol,1,"[(-100, 100)]",30,1000,100,F92017,2686.793233450509,19.85006332397461
HDS,2,"[(-100, 100)]",30,1000,100,F102017,107153.74198753122,17.4511821269989
Sobol,1,"[(-100, 100)]",50,1000,100,F92017,9526.2805636632,20.21743893623352
HDS,2,"[(-100, 100)]",50,1000,100,F102017,242758.65215786,18.035934925079346
Sobol,1,"[(-100, 100)]",100,1000,100,F92017,26000.05077899009,22.32207179069519
Sobol,2,"[(-100, 100)]",10,1000,100,F102017,1051.6628905746102,17.112658739089966
Sobol,1,"[(-100, 100)]",100,1000,100,F292017,18069571542.30497,114.23246002197266
Sobol,2,"[(-100, 100)]",30,1000,100,F102017,97708.85148544487,17.06173610687256
HDS,2,"[(-100, 100)]",100,1000,100,F102017,1379680.1231002894,18.928527116775516
Sobol,2,"[(-100, 100)]",50,1000,100,F102017,182665.5403417473,17.372434854507446
HDS,2,"[(-100, 100)]",10,1000,100,F112017,519125.3186149756,21.30943918228149
HDS,2,"[(-100, 100)]",10,1000,100,F12017,16099.14723917766,13.713258028030396
HDS,2,"[(-100, 100)]",30,1000,100,F112017,42024220.17483796,22.45491671562195
HDS,2,"[(-100, 100)]",30,1000,100,F12017,45152783.0852892,14.05661392211914
Sobol,2,"[(-100, 100)]",100,1000,100,F102017,2530635.75198597,17.842799186706543
HDS,2,"[(-100, 100)]",50,1000,100,F112017,132414775.0252237,22.31190013885498
HDS,2,"[(-100, 100)]",100,1000,100,F112017,5668455773.204115,24.05975770950317
Sobol,2,"[(-100, 100)]",10,1000,100,F112017,125348.36122879766,20.914506196975708
Sobol,2,"[(-100, 100)]",10,1000,100,F12017,56379.896990254085,13.5950448513031
Sobol,2,"[(-100, 100)]",30,1000,100,F12017,29567070.163153376,13.898910284042358
HDS,2,"[(-100, 100)]",50,1000,100,F12017,259987298.58328912,14.66636610031128
Sobol,2,"[(-100, 100)]",30,1000,100,F112017,36540622.135654986,22.16938281059265
Sobol,2,"[(-100, 100)]",50,1000,100,F112017,206960566.44138157,22.059306144714355
HDS,2,"[(-100, 100)]",100,1000,100,F12017,12673470685.686066,15.885231971740724
Sobol,2,"[(-100, 100)]",100,1000,100,F112017,4150329140.956978,22.780944108963013
HDS,2,"[(-100, 100)]",10,1000,100,F122017,1524.5349828179371,18.318944931030277
Sobol,2,"[(-100, 100)]",50,1000,100,F12017,1710269862.3876638,13.942067861557009
HDS,2,"[(-100, 100)]",30,1000,100,F122017,494311.4491152981,18.88804030418396
Sobol,2,"[(-100, 100)]",100,1000,100,F12017,38016892739.64261,14.346088886260986
HDS,2,"[(-100, 100)]",50,1000,100,F122017,68258671.24203773,19.98777198791504
HDS,2,"[(-100, 100)]",100,1000,100,F122017,6636036434.181942,20.126912593841556
HDS,2,"[(-100, 100)]",10,1000,100,F132017,1361.781417285148,18.28834080696106
Sobol,2,"[(-100, 100)]",10,1000,100,F122017,1273.606282049073,17.992105960845947
HDS,2,"[(-100, 100)]",30,1000,100,F132017,239199.2806894128,19.52839088439941
Sobol,2,"[(-100, 100)]",30,1000,100,F122017,483061.2917329068,18.145705938339237
Sobol,2,"[(-100, 100)]",50,1000,100,F122017,12393470.636193415,19.023410081863403
HDS,2,"[(-100, 100)]",50,1000,100,F132017,2101464.1971722078,21.046508073806763
Sobol,2,"[(-100, 100)]",100,1000,100,F122017,3400578914.600967,18.73768186569214
Sobol,2,"[(-100, 100)]",10,1000,100,F132017,1372.595566678816,18.08840799331665
Sobol,2,"[(-100, 100)]",30,1000,100,F132017,197065.12872201903,19.42246675491333
HDS,2,"[(-100, 100)]",10,1000,100,F142017,1735.982069145487,18.160115003585812
HDS,2,"[(-100, 100)]",100,1000,100,F132017,36583879.30170854,25.198351860046387
HDS,2,"[(-100, 100)]",30,1000,100,F142017,1094274.1014277055,19.167497158050537
Sobol,2,"[(-100, 100)]",50,1000,100,F132017,2412237.196886253,20.46472668647766
HDS,2,"[(-100, 100)]",50,1000,100,F142017,2862364.938192636,18.902788877487183
HDS,2,"[(-100, 100)]",100,1000,100,F142017,351037264.8072881,19.78113102912903
Sobol,2,"[(-100, 100)]",10,1000,100,F142017,1587.303850722711,17.82263493537903
HDS,2,"[(-100, 100)]",10,1000,100,F152017,1337.2249175965862,20.74323606491089
Sobol,2,"[(-100, 100)]",100,1000,100,F132017,29382616.4054344,23.857457160949707
Sobol,2,"[(-100, 100)]",30,1000,100,F142017,1255957.3491307958,19.185946226119995
Sobol,2,"[(-100, 100)]",50,1000,100,F142017,7897293.27464967,18.45094394683838
Sobol,2,"[(-100, 100)]",100,1000,100,F142017,828152372.15291,19.032305240631104
HDS,2,"[(-100, 100)]",30,1000,100,F152017,5418.361728492069,31.1405291557312
Sobol,2,"[(-100, 100)]",10,1000,100,F152017,1341.061997328158,24.28050208091736
Sobol,1,"[(-100, 100)]",100,1000,100,F282017,9109819015.547012,250.6707100868225
HDS,2,"[(-100, 100)]",50,1000,100,F152017,7634.923734250749,36.83823370933533
HDS,2,"[(-100, 100)]",10,1000,100,F172017,,20.810702085494995
HDS,2,"[(-100, 100)]",10,1000,100,F162017,1534.9962601076295,44.106886863708496
Sobol,2,"[(-100, 100)]",30,1000,100,F152017,1616.3863598717876,30.818766117095947
HDS,2,"[(-100, 100)]",100,1000,100,F152017,63235.74419956815,51.3123939037323
Sobol,2,"[(-100, 100)]",10,1000,100,F172017,,20.452953100204468
Sobol,2,"[(-100, 100)]",50,1000,100,F152017,15971.678494524622,36.2573082447052
HDS,2,"[(-100, 100)]",30,1000,100,F172017,89184.69798288264,19.937984228134155
HDS,2,"[(-100, 100)]",50,1000,100,F172017,641712.4205499805,21.17121195793152
HDS,2,"[(-100, 100)]",30,1000,100,F162017,109703.44066246136,80.90505313873291
Sobol,2,"[(-100, 100)]",30,1000,100,F172017,122379.68343741204,19.87841296195984
HDS,2,"[(-100, 100)]",100,1000,100,F172017,31865718.78906196,22.27337408065796
Sobol,2,"[(-100, 100)]",10,1000,100,F162017,1659.4225618306527,43.265000104904175
Sobol,2,"[(-100, 100)]",100,1000,100,F152017,105068.14737061394,50.08892178535461
Sobol,2,"[(-100, 100)]",50,1000,100,F172017,1455547.0595802232,21.13212013244629
Sobol,2,"[(-100, 100)]",100,1000,100,F172017,13967417.363534331,20.635438680648804
HDS,2,"[(-100, 100)]",10,1000,100,F182017,1808.8758905726688,22.643620252609253
HDS,2,"[(-100, 100)]",50,1000,100,F162017,5625340.192850778,116.08941388130188
Sobol,2,"[(-100, 100)]",10,1000,100,F182017,1812.570897246901,21.056867122650143
HDS,2,"[(-100, 100)]",30,1000,100,F182017,139247.8657516535,45.80570387840271
HDS,2,"[(-100, 100)]",10,1000,100,F192017,1827.293977966324,42.92748498916626
HDS,2,"[(-100, 100)]",50,1000,100,F182017,16249787.478961073,60.1311469078064
Sobol,2,"[(-100, 100)]",30,1000,100,F162017,91139.08567639488,79.56303405761719
Sobol,2,"[(-100, 100)]",30,1000,100,F182017,128376.26590425464,44.93348479270935
Sobol,2,"[(-100, 100)]",10,1000,100,F192017,1925.9243715633029,42.24305582046509
HDS,2,"[(-100, 100)]",10,1000,100,F202017,2119.642730905342,7.741003036499023
HDS,2,"[(-100, 100)]",100,1000,100,F182017,2700395301.4946117,98.01434898376463
Sobol,2,"[(-100, 100)]",10,1000,100,F202017,2129.0257197864767,7.5312111377716064
HDS,2,"[(-100, 100)]",30,1000,100,F192017,2867.3325045830243,78.50346207618713
HDS,2,"[(-100, 100)]",100,1000,100,F162017,273830593229.1109,201.0414800643921
Sobol,2,"[(-100, 100)]",50,1000,100,F182017,2954557.363409483,59.24554324150085
HDS,2,"[(-100, 100)]",30,1000,100,F202017,2470.744471791952,23.00443696975708
Sobol,2,"[(-100, 100)]",50,1000,100,F162017,14919220.669518383,115.55534076690674
HDS,2,"[(-100, 100)]",50,1000,100,F202017,4111.485631543779,23.44970011711121
Sobol,2,"[(-100, 100)]",30,1000,100,F202017,2296.493384790203,22.86929988861084
HDS,2,"[(-100, 100)]",100,1000,100,F202017,34533.58351246633,26.107717990875244
Sobol,2,"[(-100, 100)]",50,1000,100,F202017,4632.54542172745,23.14290714263916
HDS,2,"[(-100, 100)]",10,1000,100,F212017,725.1949141738614,26.57525897026062
HDS,2,"[(-100, 100)]",50,1000,100,F192017,2881.12025653166,118.1463418006897
Sobol,2,"[(-100, 100)]",30,1000,100,F192017,2509.093094427926,78.0801191329956
Sobol,2,"[(-100, 100)]",100,1000,100,F202017,35410.61061569319,24.841243028640747
HDS,2,"[(-100, 100)]",30,1000,100,F212017,2326.100235892358,27.790639877319336
Sobol,2,"[(-100, 100)]",100,1000,100,F182017,1197799016.100518,97.01284408569336
Sobol,2,"[(-100, 100)]",10,1000,100,F212017,901.9461722198504,26.72109293937683
HDS,2,"[(-100, 100)]",10,1000,100,F22017,200.5395192136728,13.1748468875885
HDS,2,"[(-100, 100)]",50,1000,100,F212017,2524.148172654003,28.096999883651733
HDS,2,"[(-100, 100)]",100,1000,100,F212017,3323.2894410465733,30.6232271194458
Sobol,2,"[(-100, 100)]",30,1000,100,F212017,2316.499755128389,27.02262592315674
HDS,2,"[(-100, 100)]",30,1000,100,F22017,21013.192400249456,14.625770092010498
Sobol,2,"[(-100, 100)]",10,1000,100,F22017,200.53494952445988,14.06757402420044
HDS,2,"[(-100, 100)]",50,1000,100,F22017,70331.04731969543,14.878594160079956
Sobol,2,"[(-100, 100)]",30,1000,100,F22017,27744.22275554073,14.335225105285645
